tournament,stage,matchday,player,player_id,team,team_id,kills,kill_share,raw_kill_share,team_average_placement,raw_team_average_placement,games,team_games,team_total_kills,lobby_kills,individual_lobby_placement,team_lobby_placements,team_lobby_kills,matchday_placement,player_matchday_rank,lobby_1_kills,lobby_2_kills,lobby_3_kills,individual_lobby_1_placement,individual_lobby_2_placement,individual_lobby_3_placement,team_lobby_1_placement,team_lobby_2_placement,team_lobby_3_placement,team_lobby_1_kills,team_lobby_2_kills,team_lobby_3_kills,ign,player_class,total_placement_points,total_kill_points,team_bonus_points,team_total_points,average_kills_per_game,raw_average_kills_per_game,total_damage,average_damage_per_game,average_accuracy
ELITE ESPORT,Standard,5,REZOX,Ev0TDfM50zwRoU5gtCAm,PARIS CHITUARI,tm_eoz9k9c4p,8,21.1,21.052631578947366,7.67,7.666666666666667,3,3,38,"{""1"":1,""2"":1,""3"":6}","{""1"":17,""2"":3,""3"":3}","{""1"":17,""2"":3,""3"":3}","{""1"":4,""2"":17,""3"":17}",18,10,1,1,6,17,3,3,17,3,3,4,17,17,PARIS REYZOX,Class 1,48,76,-152,-28,2.67,2.6666666666666665,0,0,0
ELITE ESPORT,Standard,5,NAGDY,yFIWbCiDqV5ohHdVZoW9,VORTEX ONE,tm_4oss9tizq,7,30.4,30.434782608695656,12,12,3,3,23,"{""1"":0,""2"":4,""3"":3}","{""1"":10,""2"":13,""3"":13}","{""1"":10,""2"":13,""3"":13}","{""1"":3,""2"":12,""3"":8}",3,11,0,4,3,10,13,13,10,13,13,3,12,8,PYRAMID.VRX,Class 1,36,46,30,112,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,5,ALLFATHER,eZr86KcPlEoSTarsNbR0,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,7,35,35,10,10,3,3,20,"{""1"":2,""2"":1,""3"":4}","{""1"":13,""2"":15,""3"":2}","{""1"":13,""2"":15,""3"":2}","{""1"":4,""2"":4,""3"":12}",4,12,2,1,4,13,15,2,13,15,2,4,4,12,ғZ 乄.,Class 1,49,40,0,89,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,5,ANDREW,zccOX3iQQuevsZAxcr4f,REMEDIUM INVICTUS,tm_kdh97vkx3,7,36.8,36.84210526315789,10.67,10.666666666666666,3,3,19,"{""1"":7,""2"":0,""3"":0}","{""1"":2,""2"":14,""3"":16}","{""1"":2,""2"":14,""3"":16}","{""1"":16,""2"":0,""3"":3}",7,13,7,0,0,2,14,16,2,14,16,16,0,3,水RDM・XAKII,Class 1,45,38,0,83,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,5,LUDGER,PQAripc5A3a7tOZ5qHrY,CIAO HUNTERS X,tm_twhkzzdmf,7,21.9,21.875,3.67,3.6666666666666665,3,3,32,"{""1"":1,""2"":2,""3"":4}","{""1"":9,""2"":1,""3"":1}","{""1"":9,""2"":1,""3"":1}","{""1"":7,""2"":12,""3"":13}",1,14,1,2,4,9,1,1,9,1,1,7,12,13,LUDGER.CHX,Class 1,85,64,0,149,2.33,2.3333333333333335,0,0,0
ELITE ESPORT,Standard,5,YAGAMI,Bx7S0iZlMNevEE4eXnqz,VORTEX ONE,tm_4oss9tizq,6,26.1,26.08695652173913,12,12,3,3,23,"{""1"":0,""2"":4,""3"":2}","{""1"":10,""2"":13,""3"":13}","{""1"":10,""2"":13,""3"":13}","{""1"":3,""2"":12,""3"":8}",3,15,0,4,2,10,13,13,10,13,13,3,12,8,YAGAMI.VRX,Class 1,36,46,30,112,2,2,0,0,0
ELITE ESPORT,Standard,5,GB CRYPTO,OxMhCUSkyAT0LrziaNDP,GOAT ESPORT,tm_ws9x2fl5b,6,46.2,46.15384615384615,6.33,6.333333333333333,3,3,13,"{""1"":2,""2"":1,""3"":3}","{""1"":5,""2"":6,""3"":8}","{""1"":5,""2"":6,""3"":8}","{""1"":5,""2"":2,""3"":6}",10,16,2,1,3,5,6,8,5,6,8,5,2,6,毒GOAT CRYPTO,Class 1,45,26,0,71,2,2,0,0,0
ELITE ESPORT,Standard,5,IDIVYNE,EUVvfZ1fKDe844RVNXE2,KYZON ESPORTS,tm_yvpteelv4,6,19.4,19.35483870967742,5.67,5.666666666666667,3,3,31,"{""1"":6,""2"":0,""3"":0}","{""1"":1,""2"":9,""3"":7}","{""1"":1,""2"":9,""3"":7}","{""1"":26,""2"":1,""3"":4}",2,17,6,0,0,1,9,7,1,9,7,26,1,4,ҞZ・DIVYNE২,Class 1,65,62,0,127,2,2,0,0,0
ELITE ESPORT,Standard,5,CODGOD,dqr1RKopXDu3zfgmOqcY,LEGIONARIES,tm_ffc044d9o,6,31.6,31.57894736842105,7.67,7.666666666666667,3,3,19,"{""1"":4,""2"":0,""3"":2}","{""1"":3,""2"":16,""3"":4}","{""1"":3,""2"":16,""3"":4}","{""1"":14,""2"":0,""3"":5}",6,18,4,0,2,3,16,4,3,16,4,14,0,5,LGN・CODGOD宗,Class 1,46,38,0,84,2,2,0,0,0
ELITE ESPORT,Standard,5,SLY,j39wPvPuSoMq1TOb78Ih,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,5,25,25,10,10,3,3,20,"{""1"":2,""2"":2,""3"":1}","{""1"":13,""2"":15,""3"":2}","{""1"":13,""2"":15,""3"":2}","{""1"":4,""2"":4,""3"":12}",4,19,2,2,1,13,15,2,13,15,2,4,4,12,ғZ PELNEEZ.,Class 1,49,40,0,89,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,FATHERALI,lQ3oUgLHQF7EsyPL3mFJ,VORTEX ONE,tm_4oss9tizq,5,21.7,21.73913043478261,12,12,3,3,23,"{""1"":3,""2"":1,""3"":1}","{""1"":10,""2"":13,""3"":13}","{""1"":10,""2"":13,""3"":13}","{""1"":3,""2"":12,""3"":8}",3,20,3,1,1,10,13,13,10,13,13,3,12,8,FATHERALI.VRX,Class 1,36,46,30,112,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,GENIUS,uuEZBl8ygzwctHZbKjGV,KYZON ESPORTS,tm_yvpteelv4,5,16.1,16.129032258064516,5.67,5.666666666666667,3,3,31,"{""1"":2,""2"":1,""3"":2}","{""1"":1,""2"":9,""3"":7}","{""1"":1,""2"":9,""3"":7}","{""1"":26,""2"":1,""3"":4}",2,21,2,1,2,1,9,7,1,9,7,26,1,4,ҞZ • CJACE ২,Class 1,65,62,0,127,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,DIESEL,bHkMFZ32og02YGmY4skf,LEGIONARIES,tm_ffc044d9o,5,26.3,26.31578947368421,7.67,7.666666666666667,3,3,19,"{""1"":4,""2"":0,""3"":1}","{""1"":3,""2"":16,""3"":4}","{""1"":3,""2"":16,""3"":4}","{""1"":14,""2"":0,""3"":5}",6,22,4,0,1,3,16,4,3,16,4,14,0,5,LGN・DIESEL,Class 1,46,38,0,84,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,SAMMY,CRgmZpi6YPL39TOInRBz,LEGIONARIES,tm_ffc044d9o,5,26.3,26.31578947368421,7.67,7.666666666666667,3,3,19,"{""1"":4,""2"":0,""3"":1}","{""1"":3,""2"":16,""3"":4}","{""1"":3,""2"":16,""3"":4}","{""1"":14,""2"":0,""3"":5}",6,23,4,0,1,3,16,4,3,16,4,14,0,5,LGN • SAMMY.ﻬ,Class 1,46,38,0,84,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,POISON,QZIn6rAU2CGPFbGbQu4v,GOAT ESPORT,tm_ws9x2fl5b,5,38.5,38.46153846153847,6.33,6.333333333333333,3,3,13,"{""1"":2,""2"":0,""3"":3}","{""1"":5,""2"":6,""3"":8}","{""1"":5,""2"":6,""3"":8}","{""1"":5,""2"":2,""3"":6}",10,24,2,0,3,5,6,8,5,6,8,5,2,6,毒GOAT POISON,Class 1,45,26,0,71,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,STALKER,fLonAcil1vpsdmMvcMTT,VORTEX ONE,tm_4oss9tizq,5,21.7,21.73913043478261,12,12,3,3,23,"{""1"":0,""2"":3,""3"":2}","{""1"":10,""2"":13,""3"":13}","{""1"":10,""2"":13,""3"":13}","{""1"":3,""2"":12,""3"":8}",3,25,0,3,2,10,13,13,10,13,13,3,12,8,STALKER.VRX,Class 1,36,46,30,112,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,RUSTY,GQC099yRTvpPKG2zBXZD,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,5,25,25,10,10,3,3,20,"{""1"":0,""2"":0,""3"":5}","{""1"":13,""2"":15,""3"":2}","{""1"":13,""2"":15,""3"":2}","{""1"":4,""2"":4,""3"":12}",4,26,0,0,5,13,15,2,13,15,2,4,4,12,ғZ RXSTY,Class 1,49,40,0,89,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,VANESSAFRAMES,BWcE2ndSsjkYFrLxi3J2,ENVY 7 ONE,tm_ubz3oae5j,5,26.3,26.31578947368421,8.33,8.333333333333334,2,3,19,"{""2"":3,""3"":2}","{""2"":4,""3"":15}","{""1"":6,""2"":4,""3"":15}","{""1"":1,""2"":14,""3"":4}",8,27,,3,2,,4,15,6,4,15,1,14,4,FRXMES.SVN¹,Class 1,45,38,0,83,2.5,2.5,0,0,0
ELITE ESPORT,Standard,5,CHEF PUNK,1LO5N9nzQfk09XHoISVW,PREACHER X,tm_c0yc4xjf4,5,25,25,10,10,3,3,20,"{""1"":1,""2"":0,""3"":4}","{""1"":8,""2"":17,""3"":5}","{""1"":8,""2"":17,""3"":5}","{""1"":6,""2"":5,""3"":9}",9,28,1,0,4,8,17,5,8,17,5,6,5,9,PЯX・CHEFPUNK,Class 1,38,40,0,78,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,ODOGWU,EL0jkB2u1HR36UhBAUWa,DEVELOPERS,tm_w0a02yn8h,5,25,25,6,6,3,3,20,"{""1"":0,""2"":5,""3"":0}","{""1"":4,""2"":5,""3"":9}","{""1"":4,""2"":5,""3"":9}","{""1"":5,""2"":13,""3"":2}",5,29,0,5,0,4,5,9,4,5,9,5,13,2,GOATED .DXV,Class 1,48,40,0,88,1.67,1.6666666666666667,0,0,0
ELITE ESPORT,Standard,5,GREY,Wxiw1DKhlXTXvayohYTt,REMEDIUM INVICTUS,tm_kdh97vkx3,5,26.3,26.31578947368421,10.67,10.666666666666666,2,3,19,"{""1"":4,""3"":1}","{""1"":2,""3"":16}","{""1"":2,""2"":14,""3"":16}","{""1"":16,""2"":0,""3"":3}",7,30,4,,1,2,,16,2,14,16,16,0,3,水RDM・ GREY,Class 1,45,38,0,83,2.5,2.5,0,0,0
ELITE ESPORT,Standard,5,NEGAN,MZpEVrmRkAAV37WP7AsF,REMEDIUM INVICTUS,tm_kdh97vkx3,4,21.1,21.052631578947366,10.67,10.666666666666666,2,3,19,"{""1"":4,""2"":0}","{""1"":2,""2"":14}","{""1"":2,""2"":14,""3"":16}","{""1"":16,""2"":0,""3"":3}",7,31,4,0,,2,14,,2,14,16,16,0,3,水RDM・NEGAN,Class 1,45,38,0,83,2,2,0,0,0
ELITE ESPORT,Standard,5,NEMESIS,6lq8ySkqC6xbaUo6Erzq,CIAO HUNTERS X,tm_twhkzzdmf,4,12.5,12.5,3.67,3.6666666666666665,3,3,32,"{""1"":1,""2"":1,""3"":2}","{""1"":9,""2"":1,""3"":1}","{""1"":9,""2"":1,""3"":1}","{""1"":7,""2"":12,""3"":13}",1,32,1,1,2,9,1,1,9,1,1,7,12,13,NEMESIS.CHX,Class 1,85,64,0,149,1.33,1.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,YUSUF,qKQQ85V7nwqlL2KDXoGl,ENVY 7 ONE,tm_ubz3oae5j,4,21.1,21.052631578947366,8.33,8.333333333333334,3,3,19,"{""1"":0,""2"":4,""3"":0}","{""1"":6,""2"":4,""3"":15}","{""1"":6,""2"":4,""3"":15}","{""1"":1,""2"":14,""3"":4}",8,33,0,4,0,6,4,15,6,4,15,1,14,4,YUSUF.SVN¹,Class 1,45,38,0,83,1.33,1.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,TOLU MARTINS,qiDPTJl18fmW4r6n11Pr,PREACHER X,tm_c0yc4xjf4,4,20,20,10,10,3,3,20,"{""1"":2,""2"":1,""3"":1}","{""1"":8,""2"":17,""3"":5}","{""1"":8,""2"":17,""3"":5}","{""1"":6,""2"":5,""3"":9}",9,34,2,1,1,8,17,5,8,17,5,6,5,9,PЯX・MARTINS,Class 1,38,40,0,78,1.33,1.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,EDDIE,PZDmwqcvB8vDIOHHB11e,DARED DEVILS,MtuQDKCIZ6DVLuBq6yCs,4,40,40,10,10,3,3,10,"{""1"":0,""2"":3,""3"":1}","{""1"":16,""2"":2,""3"":12}","{""1"":16,""2"":2,""3"":12}","{""1"":1,""2"":4,""3"":5}",11,35,0,3,1,16,2,12,16,2,12,1,4,5,的EDDIERETIRED,Class 1,45,20,0,65,1.33,1.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,TOM,hxHrnWldh81VX3Ygl3kw,PREACHER X,tm_c0yc4xjf4,3,15,15,10,10,2,3,20,"{""1"":2,""2"":1}","{""1"":8,""2"":17}","{""1"":8,""2"":17,""3"":5}","{""1"":6,""2"":5,""3"":9}",9,36,2,1,,8,17,,8,17,5,6,5,9,PЯX・OG TOM,Class 1,38,40,0,78,1.5,1.5,0,0,0
ELITE ESPORT,Standard,5,MR P,kl2hoTAKjBPgfOMMvkKH,DEVELOPERS,tm_w0a02yn8h,3,15,15,6,6,3,3,20,"{""1"":1,""2"":1,""3"":1}","{""1"":4,""2"":5,""3"":9}","{""1"":4,""2"":5,""3"":9}","{""1"":5,""2"":13,""3"":2}",5,37,1,1,1,4,5,9,4,5,9,5,13,2,MR P.DXV,Class 1,48,40,0,88,1,1,0,0,0
ELITE ESPORT,Standard,5,PAXTON,FUGIszfgldGTlpmWHGYL,Wicked Esports,siPv7Ygm9BKPZ5jHgV9j,3,100,100,,,3,0,3,"{""1"":2,""2"":0,""3"":1}",{},{},{},,38,2,0,1,,,,,,,,,,Ƹи丨WHYNOT.ढ,Class 1,,,,,1,1,0,0,0
ELITE ESPORT,Standard,5,LORD,GmzCDwRsPaVr3ja9DMC3,DARED DEVILS,MtuQDKCIZ6DVLuBq6yCs,3,30,30,10,10,3,3,10,"{""1"":0,""2"":0,""3"":3}","{""1"":16,""2"":2,""3"":12}","{""1"":16,""2"":2,""3"":12}","{""1"":1,""2"":4,""3"":5}",11,39,0,0,3,16,2,12,16,2,12,1,4,5,的 FIVE,Class 1,45,20,0,65,1,1,0,0,0
ELITE ESPORT,Standard,5,POPE,EHyRjfeTvbYD9VvE9H1H,LEGIONARIES,tm_ffc044d9o,3,15.8,15.789473684210526,7.67,7.666666666666667,3,3,19,"{""1"":2,""2"":0,""3"":1}","{""1"":3,""2"":16,""3"":4}","{""1"":3,""2"":16,""3"":4}","{""1"":14,""2"":0,""3"":5}",6,40,2,0,1,3,16,4,3,16,4,14,0,5,LGN・ARSON,Class 1,46,38,0,84,1,1,0,0,0
ELITE ESPORT,Standard,5,PERRY,UArtKsSm8JO1hOVB5ULd,Marines Cartel,o7Dp7knjVTxhemRjJF7R,2,22.2,22.22222222222222,7,7,3,3,9,"{""1"":1,""2"":0,""3"":1}","{""1"":7,""2"":8,""3"":6}","{""1"":7,""2"":8,""3"":6}","{""1"":1,""2"":5,""3"":3}",12,41,1,0,1,7,8,6,7,8,6,1,5,3,¹LT丨PARIS • M,Class 1,45,18,0,63,0.67,0.6666666666666666,0,0,0
ELITE ESPORT,Standard,5,FINDIGO,ccYYdD7vIbp47umWzOpl,Findigo Mirage,DfsCHneTL900q2o2ZCT6,2,50,50,12,12,3,3,4,"{""1"":2,""2"":0,""3"":0}","{""1"":14,""2"":11,""3"":11}","{""1"":14,""2"":11,""3"":11}","{""1"":4,""2"":0,""3"":0}",15,42,2,0,0,14,11,11,14,11,11,4,0,0,FINDIGO・¹F¡,Class 1,36,8,0,44,0.67,0.6666666666666666,0,0,0
ELITE ESPORT,Standard,5,KABAL,CoXY5hzzw9FrsNyz2A13,DEVELOPERS,tm_w0a02yn8h,2,10,10,6,6,3,3,20,"{""1"":0,""2"":2,""3"":0}","{""1"":4,""2"":5,""3"":9}","{""1"":4,""2"":5,""3"":9}","{""1"":5,""2"":13,""3"":2}",5,43,0,2,0,4,5,9,4,5,9,5,13,2,KABALSKI.DXV,Class 1,48,40,0,88,0.67,0.6666666666666666,0,0,0
ELITE ESPORT,Standard,5,DAVERUSKI,TQnhbjjxWQKp5psJEV6v,ENVY 7 ONE,tm_ubz3oae5j,2,10.5,10.526315789473683,8.33,8.333333333333334,3,3,19,"{""1"":1,""2"":1,""3"":0}","{""1"":6,""2"":4,""3"":15}","{""1"":6,""2"":4,""3"":15}","{""1"":1,""2"":14,""3"":4}",8,44,1,1,0,6,4,15,6,4,15,1,14,4,ƊAVERUSKI.SVN¹,Class 1,45,38,0,83,0.67,0.6666666666666666,0,0,0
ELITE ESPORT,Standard,5,JOJO,T2sK7jSZkJqKgLswvF1g,REMEDIUM INVICTUS,tm_kdh97vkx3,2,10.5,10.526315789473683,10.67,10.666666666666666,3,3,19,"{""1"":1,""2"":0,""3"":1}","{""1"":2,""2"":14,""3"":16}","{""1"":2,""2"":14,""3"":16}","{""1"":16,""2"":0,""3"":3}",7,45,1,0,1,2,14,16,2,14,16,16,0,3,水RDM・JOJO,Class 1,45,38,0,83,0.67,0.6666666666666666,0,0,0
ELITE ESPORT,Standard,5,WELL,Ko43cF1VM0oiQ4rNi4UW,DARED DEVILS,MtuQDKCIZ6DVLuBq6yCs,2,20,20,10,10,3,3,10,"{""1"":0,""2"":1,""3"":1}","{""1"":16,""2"":2,""3"":12}","{""1"":16,""2"":2,""3"":12}","{""1"":1,""2"":4,""3"":5}",11,46,0,1,1,16,2,12,16,2,12,1,4,5,的WELLS.TT,Class 1,45,20,0,65,0.67,0.6666666666666666,0,0,0
ELITE ESPORT,Standard,5,YAMMI,mKbAZEsRT1eWe7ky4jci,PREACHER X,tm_c0yc4xjf4,2,10,10,10,10,1,3,20,"{""3"":2}","{""3"":5}","{""1"":8,""2"":17,""3"":5}","{""1"":6,""2"":5,""3"":9}",9,47,,,2,,,5,8,17,5,6,5,9,PЯX・YAMMI,Class 1,38,40,0,78,2,2,0,0,0
ELITE ESPORT,Standard,5,LOVE,lEIbmv2Nb4W1hCF2WYdI,Findigo Mirage,DfsCHneTL900q2o2ZCT6,2,50,50,12,12,2,3,4,"{""1"":2,""2"":0}","{""1"":14,""2"":11}","{""1"":14,""2"":11,""3"":11}","{""1"":4,""2"":0,""3"":0}",15,48,2,0,,14,11,,14,11,11,4,0,0,GLITCH,Class 1,36,8,0,44,1,1,0,0,0
ELITE ESPORT,Standard,5,SAVAGE,Hq5gw6eD9HnU8lTr2RHZ,FEARLESS WARRIORS,tm_rgqdo8wje,2,20,20,10.67,10.666666666666666,3,3,10,"{""1"":2,""2"":0,""3"":0}","{""1"":11,""2"":7,""3"":14}","{""1"":11,""2"":7,""3"":14}","{""1"":6,""2"":3,""3"":1}",13,49,2,0,0,11,7,14,11,7,14,6,3,1,ƑW・SAVAGEYT,Class 1,39,20,0,59,0.67,0.6666666666666666,0,0,0
ELITE ESPORT,Standard,5,OSASONTT,8Q8u8EfvZ4ZMHbhGPNZA,Marines Cartel,o7Dp7knjVTxhemRjJF7R,1,11.1,11.11111111111111,7,7,3,3,9,"{""1"":0,""2"":1,""3"":0}","{""1"":7,""2"":8,""3"":6}","{""1"":7,""2"":8,""3"":6}","{""1"":1,""2"":5,""3"":3}",12,50,0,1,0,7,8,6,7,8,6,1,5,3,¹LT丨OSASONTT,Class 1,45,18,0,63,0.33,0.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,ASTA,9tj8Qi73oNFm434Qj6Ui,GOAT ESPORT,tm_ws9x2fl5b,1,7.7,7.6923076923076925,6.33,6.333333333333333,3,3,13,"{""1"":0,""2"":1,""3"":0}","{""1"":5,""2"":6,""3"":8}","{""1"":5,""2"":6,""3"":8}","{""1"":5,""2"":2,""3"":6}",10,51,0,1,0,5,6,8,5,6,8,5,2,6,毒GOAT PRIDE,Class 1,45,26,0,71,0.33,0.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,KINGSLEEK,FXStsIKBbfRsAXTNaySt,DARED DEVILS,MtuQDKCIZ6DVLuBq6yCs,1,10,10,10,10,3,3,10,"{""1"":1,""2"":0,""3"":0}","{""1"":16,""2"":2,""3"":12}","{""1"":16,""2"":2,""3"":12}","{""1"":1,""2"":4,""3"":5}",11,52,1,0,0,16,2,12,16,2,12,1,4,5,的AMADIOHA,Class 1,45,20,0,65,0.33,0.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,FOCUS.OP,5ViJDzyEADuv7oLkyovF,Vanguards Insurgents,BRjeTeB5jko6PQyzCcVM,1,100,100,12.67,12.666666666666666,3,3,1,"{""1"":0,""2"":1,""3"":0}","{""1"":18,""2"":10,""3"":10}","{""1"":18,""2"":10,""3"":10}","{""1"":0,""2"":1,""3"":0}",16,53,0,1,0,18,10,10,18,10,10,0,1,0,IƑ1•VNG,Class 1,32,2,0,34,0.33,0.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,LIONFACE,PMOZmTbjtV7Jea8FMW8Y,Marines Cartel,o7Dp7knjVTxhemRjJF7R,1,11.1,11.11111111111111,7,7,3,3,9,"{""1"":0,""2"":1,""3"":0}","{""1"":7,""2"":8,""3"":6}","{""1"":7,""2"":8,""3"":6}","{""1"":1,""2"":5,""3"":3}",12,54,0,1,0,7,8,6,7,8,6,1,5,3,¹LT丨DADDYLION,Class 1,45,18,0,63,0.33,0.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,PHILIP MELO,gybDsWbwIY4s0wRh2Nj4,FEARLESS WARRIORS,tm_rgqdo8wje,1,10,10,10.67,10.666666666666666,3,3,10,"{""1"":0,""2"":1,""3"":0}","{""1"":11,""2"":7,""3"":14}","{""1"":11,""2"":7,""3"":14}","{""1"":6,""2"":3,""3"":1}",13,55,0,1,0,11,7,14,11,7,14,6,3,1,ƑW・MELO,Class 1,39,20,0,59,0.33,0.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,NANAYAW,tX7GCLJJ61u8bLkRroBP,GOAT ESPORT,tm_ws9x2fl5b,1,7.7,7.6923076923076925,6.33,6.333333333333333,3,3,13,"{""1"":1,""2"":0,""3"":0}","{""1"":5,""2"":6,""3"":8}","{""1"":5,""2"":6,""3"":8}","{""1"":5,""2"":2,""3"":6}",10,56,1,0,0,5,6,8,5,6,8,5,2,6,毒GOAT YAW,Class 1,45,26,0,71,0.33,0.3333333333333333,0,0,0
ELITE ESPORT,Standard,5,LAZY,Tmdfj4k7UPoE2wFXGHxJ,REMEDIUM INVICTUS,tm_kdh97vkx3,1,5.3,5.263157894736842,10.67,10.666666666666666,2,3,19,"{""2"":0,""3"":1}","{""2"":14,""3"":16}","{""1"":2,""2"":14,""3"":16}","{""1"":16,""2"":0,""3"":3}",7,57,,0,1,,14,16,2,14,16,16,0,3,水RDM・AURACLE,Class 1,45,38,0,83,0.5,0.5,0,0,0
ELITE ESPORT,Standard,5,SAAD,3nkvxUfrlGX1jG36oXAN,Vanguards Insurgents,BRjeTeB5jko6PQyzCcVM,0,0,0,12.67,12.666666666666666,3,3,1,"{""1"":0,""2"":0,""3"":0}","{""1"":18,""2"":10,""3"":10}","{""1"":18,""2"":10,""3"":10}","{""1"":0,""2"":1,""3"":0}",16,58,0,0,0,18,10,10,18,10,10,0,1,0,S•VNG,Class 1,32,2,0,34,0,0,0,0,0
ELITE ESPORT,Standard,5,MISTER,OT3OYiHhLhCCGE6fPU7c,Findigo Mirage,DfsCHneTL900q2o2ZCT6,0,0,0,12,12,2,3,4,"{""1"":0,""2"":0}","{""1"":14,""2"":11}","{""1"":14,""2"":11,""3"":11}","{""1"":4,""2"":0,""3"":0}",15,59,0,0,,14,11,,14,11,11,4,0,0,*MISTER・¹F¡,Class 1,36,8,0,44,0,0,0,0,0
ELITE ESPORT,Standard,5,RELAX OG,OKrAHDFNWaCteQUIc2bK,Vanguards Insurgents,BRjeTeB5jko6PQyzCcVM,0,0,0,12.67,12.666666666666666,3,3,1,"{""1"":0,""2"":0,""3"":0}","{""1"":18,""2"":10,""3"":10}","{""1"":18,""2"":10,""3"":10}","{""1"":0,""2"":1,""3"":0}",16,60,0,0,0,18,10,10,18,10,10,0,1,0,IƦ7.VNG,Class 1,32,2,0,34,0,0,0,0,0
ELITE ESPORT,Standard,5,ASAP,mnkeNhI2TcOPDBpz32nx,Vanguards Insurgents,BRjeTeB5jko6PQyzCcVM,0,0,0,12.67,12.666666666666666,3,3,1,"{""1"":0,""2"":0,""3"":0}","{""1"":18,""2"":10,""3"":10}","{""1"":18,""2"":10,""3"":10}","{""1"":0,""2"":1,""3"":0}",16,61,0,0,0,18,10,10,18,10,10,0,1,0,CARAMIA•VNG,Class 1,32,2,0,34,0,0,0,0,0
ELITE ESPORT,Standard,5,SNOW,d1Yob4KUrJTjdjDvMOOk,Findigo Mirage,DfsCHneTL900q2o2ZCT6,0,0,0,12,12,3,3,4,"{""1"":0,""2"":0,""3"":0}","{""1"":14,""2"":11,""3"":11}","{""1"":14,""2"":11,""3"":11}","{""1"":4,""2"":0,""3"":0}",15,62,0,0,0,14,11,11,14,11,11,4,0,0,SNOWSZN・¹F¡,Class 1,36,8,0,44,0,0,0,0,0
MAJOR GAMING LEAGUE TIER 1,Tier 1,1,SAVAGE,Hq5gw6eD9HnU8lTr2RHZ,FEARLESS WARRIORS,tm_rgqdo8wje,30,31.6,31.57894736842105,7,7,3,3,95,"{""1"":12,""2"":14,""3"":4}","{""1"":9,""2"":4,""3"":8}","{""1"":9,""2"":4,""3"":8}","{""1"":33,""2"":44,""3"":18}",2,1,12,14,4,9,4,8,9,4,8,33,44,18,ƑW・SAVAGEYT,Class 1,10,190,0,200,10,10,13350,4450,23.9
MAJOR GAMING LEAGUE TIER 1,Tier 1,1,SWAYZE,qefoLXaT9gaO2ycKQocy,Narcissist,ukMz1QObm2RORWQOa9dc,30,37.5,37.5,8.33,8.333333333333334,3,3,80,"{""1"":6,""2"":11,""3"":13}","{""1"":6,""2"":8,""3"":11}","{""1"":6,""2"":8,""3"":11}","{""1"":22,""2"":33,""3"":25}",6,2,6,11,13,6,8,11,6,8,11,22,33,25,口ISWAYZETT,Class 1,0,160,0,160,10,10,12484,4161,27.4
MAJOR GAMING LEAGUE TIER 1,Tier 1,1,CODGOD,dqr1RKopXDu3zfgmOqcY,LEGIONARIES,tm_ffc044d9o,28,37.3,37.333333333333336,10,10,3,3,75,"{""1"":15,""2"":5,""3"":8}","{""1"":3,""2"":17,""3"":10}","{""1"":3,""2"":17,""3"":10}","{""1"":43,""2"":8,""3"":24}",5,3,15,5,8,3,17,10,3,17,10,43,8,24,LGN・CODGOD宗,Class 1,15,150,0,165,9.33,9.333333333333334,9372,3124,30.9
MAJOR GAMING LEAGUE TIER 1,Tier 1,1,DELETE,yXsVHpZGIDJoF3CpeME2,MAIN CHARACTERS OG,tm_mgol0xhrx,27,42.2,42.1875,8,8,3,3,64,"{""1"":9,""2"":11,""3"":7}","{""1"":5,""2"":16,""3"":3}","{""1"":5,""2"":16,""3"":3}","{""1"":18,""2"":11,""3"":35}",9,4,9,11,7,5,16,3,5,16,3,18,11,35,MC丨IFɅ,Class 1,20,128,0,148,9,9,0,0,0
